Handmade catalog of Pulsars outside SNRs from the ATNF
#, NAME, P0 (s), P1
905, J1604-7203, lml+98, 0.341402932218, 4, dsb+98, 8.40E-17, 2, dsb+98 

906, J1605-5215, mlc+01, 1.0136087473, 5, mlc+01, 4.75E-15, 11, mlc+01 
907, B1601-52, kac+73, 0.658013412500, 5, lbs+20, 2.55931E-16, 18, lbs+20 
908, B1604-00, vl70, 0.42181623358258, 13, hlk+04, 3.060926E-16, 6, hlk+04 
909, J1607-5140, mlc+01, 0.34272279247, 9, mlc+01, 2.54E-15, 4, mlc+01 
910, J1607-6449, bbb+12, 0.298116357616, 9, bbb+12, 0.0249E-15, 3, bbb+12 

911, J1609-1930, jbo+09, 1.55791724762, 7, jbo+09, 0.509E-15, 3, jbo+09 
912, J1609-4616, hfs+04, 0.249608954839, 5, hfs+04, 5.01E-16, 4, hfs+04 
913, J1609-5158, mlc+01, 1.2794023539, 7, mlc+01, 1.296E-14, 10, mlc+01 
914, B1607-13, dtws85, 1.018392746362, 11, hlk+04, 2.2984E-16, 9, hlk+04 
915, J1610-5006, mlc+01, 0.48111885215, 5, mlc+01, 1.3625E-14, 10, mlc+01 

916, J1610-5303, kbm+03, 0.78646802352, 9, kbm+03, 2.615E-15, 12, kbm+03 
917, J1611-4811, kbm+03, 1.296850239, 3, kbm+03, 1.95E-15, 14, kbm+03 
918, J1611-4949, mlc+01, 0.66643792285, 8, mlc+01, 5.4E-16, 3, mlc+01 
919, B1607-52, jlm+92, 0.182494802090, 4, psj+19, 5.17043E-15, 7, psj+19 
920, J1611-5847, lfl+06, 0.3545503166464, 18, lfl+06, 2.0E-18, 4, lfl+06 

921, J1612+2008, blr+13, 0.4266459810253, 12, blr+13, 3.727E-17, 15, blr+13 
922, J1612-2408, jbo+09, 0.92383371069, 3, jbo+09, 1.5736E-15, 12, jbo+09 
923, J1612-5022, ccb+20, 1.36828292337, 6, ccb+20, 34E-18, 4, ccb+20 
924, J1612-5136, kbm+03, 0.48331051132, 12, kbm+03, 3.784E-15, 12, kbm+03 
925, J1612-5805, kjv+10, 0.61552045802, 3, bbb+12, 0.9347E-15, 9, bbb+12 

926, B1609-47, mlt+78, 0.382376721658, 3, lbs+20, 6.33819E-16, 9, lbs+20 
927, J1613-5211, mlc+01, 0.45750181782, 7, mlc+01, 1.9231E-14, 17, mlc+01 
928, J1613-5234, mlc+01, 0.65522059567, 18, mlc+01, 6.629E-15, 18, mlc+01 
929, B1612+07, mlt+78, 1.206801436397, 5, hlk+04, 2.35957E-15, 3, hlk+04 
930, J1614-2230, crh+06a, 0.003150807655690673, 3, aab+21a, 9.62423E-21, 6, aab+21a 

931, J1614-2318, crh+06a, 0.03350360003988, 3, brr+07, 5.2E-20, 3, brr+07 
932, J1614-3846, bbb+12, 0.46410631422, 9, bsb+19, 0.92E-15, 4, bsb+19 
933, J1614-3937, mld+96, 0.407292274238, 6, dsb+98, 1.5851E-16, 10, dsb+98 
934, B1610-50, jlm+92, 0.23169383623, 8, wmp+00, 4.94943E-13, 17, wmp+00 
935, J1614-5144, kbm+03, 1.5340081422, 5, kbm+03, 7.44E-15, 5, kbm+03 

936, J1614-5402, kbm+03, 0.57259227192, 6, kbm+03, 2.9E-17, 8, kbm+03 
937, B1612-29, mlt+78, 2.47756787384, 5, hlk+04, 1.58437E-15, 19, hlk+04 
938, J1615-4958, ccb+20, 0.55825750561, 3, ccb+20, 1461E-18, 8, ccb+20 
939, J1615-5137, pvc19, 0.179277780683, 4, saa+23, 1.062492E-14, 10, saa+23 
940, J1615-5444, kbm+03, 0.360957675308, 4, kbm+03, 3.377E-16, 7, kbm+03 

941, B1611-55, jlm+92, 0.79152571562, 2, jml+95, 1.9993E-15, 8, jml+95 
942, J1616-5017, ncb+15, 0.491384121830, 13, ncb+15, 46592E-18, 3, ncb+15 
943, J1616-5109, mlc+01, 1.2195938825, 8, mlc+01, 1.908E-14, 9, mlc+01 
944, J1616-5208, mlc+01, 1.0258308926, 4, mlc+01, 2.891E-14, 10, mlc+01 
945, J1617-4216, ebvb01, 3.42846630955, 13, ebvb01, 1.8129E-14, 15, ebvb01 

946, J1617-4608, lfl+06, 0.567080221721, 10, lfl+06, 1.64665E-14, 10, lfl+06 
947, J1617-5055, kcm+98, 0.069356847, 3, kcm+98, 1.351E-13, 2, kcm+98 
948, J1618-3921, eb01b, 0.011987308585310, 22, ocg+18, 5.408E-20, 18, ocg+18 
949, J1618-4624, ccb+20, 0.0059313674952810, 16, ccb+20, 0.00310E-18, 10, ccb+20 
950, J1618-4723, kbm+03, 0.20355287786, 5, kbm+03, 1.9926E-15, 8, kbm+03 

951, J1620-4927, pga+12, 0.1719346524466, 15, pga+12, 1.048790E-14, 12, pga+12 
952, J1620-5414, hfs+04, 1.15636028782, 9, hfs+04, 6.7E-17, 3, hfs+04 
953, J1621-5039, mlc+01, 1.08401994353, 16, mlc+01, 1.303E-14, 5, mlc+01 
954, J1621-5243, kbm+03, 0.37192413884, 6, kbm+03, 7.68E-16, 16, kbm+03 
955, J1622-0315, san16, 0.003845429067936, 5, saa+23, 1.143E-20, 12, saa+23 

956, J1622-3751, bbb+12, 0.7314627228, 5, bbb+12, 2.57E-15, 1, bbb+12 
957, J1622-4332, lml+98, 0.91693752262, 2, dsb+98, 1.5649E-15, 4, dsb+98 
958, J1622-4347, lfl+06, 0.457681471040, 9, lfl+06, 5.051E-15, 4, lfl+06 
959, J1622-4802, mlc+01, 0.26507223569, 3, mlc+01, 3.07E-16, 15, mlc+01 
960, J1622-4845, ncb+15, 0.73509164794, 8, ncb+15, 110E-18, 20, ncb+15 

961, J1622-4944, mlc+01, 1.0729678942, 3, mlc+01, 1.708E-14, 7, mlc+01 
962, J1622-6617, kjb+12, 0.023623444739392, 12, nbb+14, 5.88E-20, 3, nbb+14 
963, J1623-0841, blr+13, 0.50301500560, 1, jcs+17, 1.9556E-15, 7, jcs+17 
964, B1620-09, mlt+78, 1.2764458195155, 17, hlk+04, 2.580711E-15, 10, hlk+04 
965, B1620-26, lbb+88, 0.0110757509142025, 18, tacl99, 6.7093E-19, 4, tacl99 

966, B1620-42, mlt+78, 0.3645914978351, 14, lbs+20, 1.00525E-15, 11, lbs+20 
967, J1623-4949, mlc+01, 0.72573215540, 9, mlc+01, 4.209E-14, 4, mlc+01 
968, J1623-5005, cwp+17, 0.0850721461634, 8, cwp+17, 4.16118E-15, 3, cwp+17 
969, J1624-4041, cwp+17, 0.1678611451478, 9, cwp+17, 4.72489E-15, 3, cwp+17 
970, J1624-4411, lfl+06, 0.233164076390, 4, lfl+06, 7.992E-16, 8, lfl+06 

971, J1624-4613, lfl+06, 0.8712426056, 4, lfl+06, 6.1E-17, 61, lfl+06 
972, J1624-4721, kbm+03, 0.44872324857, 7, kbm+03, 4.148E-15, 9, kbm+03 
973, J1624+5850, scb+19, 0.65180081878, 2, tbc+20, 0.331E-15, 1, tbc+20 
974, J1624+8643, slr+14, 0.3957630220383, 16, lsk+18, 2.545E-16, 10, lsk+18 
975, J1625-0021, drc+21, 0.0028336138772234, 3, drc+21, 2.1325E-20, 5, drc+21 

976, J1625-4048, mld+96, 2.3552781933, 2, dsb+98, 4.43E-16, 3, dsb+98 
977, J1625-4904, mlc+01, 0.46033949229, 7, mlc+01, 1.6762E-14, 20, mlc+01 
978, J1625-4913, kjv+10, 0.35585626277, 5, bbb+12, 6.647E-15, 1, bbb+12 
979, J1626-4537, kbm+03, 0.370141128114, 9, kbm+03, 8.2788E-15, 11, kbm+03 
980, J1626-4807, mlc+01, 0.29392818864, 7, mlc+01, 1.7476E-14, 12, mlc+01 

981, J1626-6621, bbb+12, 0.45086776633, 1, bbb+12, 0.7664E-15, 5, bbb+12 
982, J1627+1419, fcwa95, 0.490856730096, 2, fcwa95, 3.93E-16, 3, fcwa95 
983, J1627+3219, aab+22, 0.0021828338203418, 5, saa+23, 5.478E-21, 4, saa+23 
984, J1627-4706, lfl+06, 0.140745806053, 6, lfl+06, 1.7305E-15, 6, lfl+06 
985, J1627-4845, kmj+96, 0.612330650088, 9, kmj+96, 3.641E-15, 10, kmj+96 

986, J1627-5547, kbm+03, 0.35246421320, 7, kbm+03, 7.38E-16, 2, kbm+03 
987, J1627-5936, kjv+10, 0.35423394051, 6, bbb+12, 0.008E-15, 3, bbb+12 
988, J1628-3205, rap+12, 0.0032115683314684, 20, saa+23, 1.195E-20, 5, saa+23 
989, J1628+4406, slr+14, 0.18117848994715, 7, lsk+18, 1.9378E-17, 3, lsk+18 
990, J1628-4804, mlc+01, 0.86597096270, 12, mlc+01, 1.24E-15, 4, mlc+01 

991, J1628-4828, kbm+03, 4.1375385239, 16, kbm+03, 1.753E-14, 18, kbm+03 
992, J1629-3636, bbb+12, 2.988192686, 9, bbb+12, 7.0E-15, 1, bbb+12 
993, J1629-3825, bsb+19, 0.526364586499, 9, bsb+19, 0.4438E-15, 14, bsb+19 
994, J1629-6902, eb01b, 0.0060006034432179, 19, eb01b, 1.00E-20, 3, eb01b 
995, J1630-2609, sfj+20, 1.91241975129, 15, sfj+20, 1.570E-15, 3, sfj+20 

996, J1630+3550, dsm+13, 0.0032291563373149, 9, sbo+22, 2.088E-20, 11, sbo+22 
997, J1630+3734, san16, 0.00331811218167957, 5, saa+23, 1.06898E-20, 13, saa+23 
998, J1630-4719, kbm+03, 0.55907133302, 4, kbm+03, 1.4178E-14, 19, kbm+03 
999, B1626-47, jlm+92, 0.57597141155, 2, jml+95, 2.2287E-14, 2, jml+95 
1000, J1631-1612, rsm+13, 0.67768391249, 4, rsm+13, 1.096E-15, 4, rsm+13 

1001, J1631-4155, lfl+06, 0.55124125377, 4, lfl+06, 8.8E-18, 73, lfl+06 
1002, J1632-1013, crh+06a, 0.71763732795, 2, crh+06a, 0.066E-15, 1, crh+06a 
1003, J1632-4509, hfs+04, 1.0468098769, 4, hfs+04, 1.488E-14, 9, hfs+04 
1004, J1632-4621, mlc+01, 1.70915449528, 4, mlc+01, 7.602E-14, 3, mlc+01 
1005, J1632-4757, hfs+04, 0.228568672954, 3, psj+19, 1.50699E-14, 4, psj+19 

1006, J1633-2009, blr+13, 0.93555704483, 6, blr+13, 1.070E-15, 3, blr+13 
1007, B1630-44, jlm+92, 0.436506697158, 4, jml+95, 6.2026E-15, 2, jml+95 
1008, J1633-4805, kbm+03, 0.71083007880, 16, kbm+03, 7.6893E-14, 16, kbm+03 
1009, B1629-50, jlm+92, 0.3521454039381, 13, lbs+20, 3.788080E-15, 5, lbs+20 
1010, J1634-4229, ccb+20, 2.01526299651, 4, ccb+20, 8010E-18, 2, ccb+20 

1011, J1634-5107, lfl+06, 0.507356002674, 13, yws+15, 1.57450E-15, 13, yws+15 
1012, J1634-5640, bbb+12, 0.22420119106, 8, bbb+12, 0.041E-15, 2, bbb+12 
1013, J1635-1511, jbo+09, 1.17938703902, 8, jbo+09, 0.232E-15, 4, jbo+09 
1014, J1635+2332, ttk+17, 1.20869424580, 2, mbc+20, 8.63E-16, 5, mbc+20 
1015, B1633+24, skk+80, 0.4905065128003, 17, hlk+04, 1.19317E-16, 10, hlk+04 

1016, J1635-4513, kbm+03, 1.5947455499, 8, kbm+03, 3.6E-15, 3, kbm+03 
1017, J1635-4944, kbm+03, 0.67196419932, 9, kbm+03, 8.79E-15, 3, kbm+03 
1018, B1630-59, mlt+78, 0.52912125685, 11, nmc81, 1.368E-15, 5, nmc81 
1019, J1636-2614, bbb+12, 0.510453755610, 8, bsb+19, 4.0580E-15, 11, bsb+19 
1020, J1636-4440, kel+09, 0.20664850874, 3, kel+09, 46.715E-15, 4, kel+09 

1021, J1636-4803, kbm+03, 1.2046438889, 3, kbm+03, 2.071E-14, 15, kbm+03 
1022, J1636-4933, kbm+03, 0.43036655800, 4, kbm+03, 1.506E-15, 13, kbm+03 
1023, J1637-4335, kbm+03, 0.77136654042, 18, kbm+03, 3.62E-15, 3, kbm+03 
1024, J1637-4450, lfl+06, 0.252869846841, 20, lfl+06, 5.755E-16, 20, lfl+06 
1025, B1634-45, jlm+92, 0.118773346187, 3, psj+19, 3.19094E-15, 6, psj+19 

1026, J1637-4642, kbm+03, 0.15404659921, 10, psj+19, 5.9300E-14, 3, psj+19 
1027, J1637-4721, kbm+03, 1.16574138660, 20, kbm+03, 4.44E-15, 13, kbm+03 
1028, J1637-4816, kel+09, 0.8373653018, 3, kel+09, 5.834E-15, 15, kel+09 
1029, J1638-3815, lfl+06, 0.69826060054, 20, lfl+06, 7.7E-17, 3, lfl+06 
1030, J1638-3951, eklk13, 0.77113024025, 8, eklk13, 0.59E-15, 4, eklk13 

1031, J1638+4005, ttk+17, 0.76772039193, 9, tbc+20, 0.183E-15, 2, tbc+20 
1032, J1638-4233, bbb+12, 0.51092936864, 3, bsb+19, 10.088E-15, 3, bsb+19 
1033, J1638-4344, kbm+03, 1.12194419355, 7, kbm+03, 2.5E-17, 16, kbm+03 
1034, J1638-4417, hfs+04, 0.117802005929, 6, psj+19, 1.60583E-15, 10, psj+19 
1035, J1638-4608, kbm+03, 0.27815476789, 8, psj+19, 5.14818E-14, 13, psj+19 

1036, J1638-4725, lfl+06, 0.7639335, 3, lfl+06, 4.8E-15, 9, lfl+06 
1037, J1638-5226, kbm+03, 0.340502709437, 6, kbm+03, 2.650E-15, 4, kbm+03 
1038, J1639-4359, kbm+03, 0.58755897769, 4, kbm+03, 1.5E-17, 15, kbm+03 
1039, B1635-45, jlm+92, 0.264557925602, 4, jml+95, 2.8879E-15, 2, jml+95 
1040, J1640+2224, wol95, 0.0031633158188015911, 20, abb+18, 2.81727E-21, 6, abb+18 

1041, J1640-4648, kbm+03, 0.178352043293, 13, kbm+03, 8.061E-16, 13, kbm+03 
1042, B1636-47, jlm+92, 0.51743002549, 11, psj+19, 4.21054E-14, 17, psj+19 
1043, J1640-4951, kbm+03, 0.73909894649, 3, kbm+03, 3.34E-16, 5, kbm+03 
1044, J1641-2347, ebvb01, 1.091008429855, 16, ebvb01, 4.11E-17, 15, ebvb01 
1045, B1639+36A, kapw91, 0.0103775094516, 4, wps+20, -7.27E-20, 4, wps+20 

1046, B1639+36B, and92, 0.0035280718048989, 3, wps+20, -1.5E-22, 13, wps+20 
1047, J1641+3627C, hrs+07, 0.0037220816029988, 9, wps+20, 1.23E-21, 7, wps+20 
1048, J1641+3627D, hrs+07, 0.0031182888995986, 20, wps+20, -2.353E-20, 10, wps+20 
1049, J1641+3627E, hrs+07, 0.002486982497311, 3, wps+20, 1.744E-20, 13, wps+20 
1050, J1641+3627F, wps+20, 0.003003500835980, 9, wps+20, 1.40E-20, 6, wps+20 

1051, J1641-5317, cla17, 0.175106267502, 3, cla17, 3.70111E-15, 7, cla17 
1052, J1641+8049, slr+14, 0.00202117938468221, 9, lsk+18, 8.95E-21, 9, lsk+18 
1053, J1643-1224, lnl+95, 0.004621641526749906, 20, rsc+21, 1.846304E-20, 20, rsc+21 
1054, J1643+1338, ttk+17, 1.09904716266, 7, tbc+20, 0.778E-15, 2, tbc+20 
1055, J1643-4505, lfl+06, 0.2373903926, 3, psj+19, 3.1825E-14, 6, psj+19 

1056, J1643-4522, kbm+03, 1.34789947290, 11, kbm+03, 8.283E-15, 11, kbm+03 
1057, J1643-4550, kbm+03, 0.717508089981, 16, kbm+03, 2.9974E-14, 3, kbm+03 
1058, B1641-45, kac+73, 0.4550782016717, 19, jbv+19, 2.008920E-14, 7, jbv+19 
1059, J1644-4657, eklk13, 0.12596223249, 4, eklk13, 0.75E-15, 2, eklk13 
1060, B1642-03, ht69, 0.387689698034, 7, hlk+04, 1.780431E-15, 17, hlk+04 

1061, J1645+1012, fcwa95, 0.410860719379, 1, fcwa95, 8.13E-17, 2, fcwa95 
1062, J1646-1910, sfj+20, 4.817735830, 5, sfj+20, 1.003E-14, 14, sfj+20 
1063, J1646-2142, rb13, 0.0058531079537106, 11, brf+22, 8.335E-21, 7, brf+22 
1064, J1646-4308, kbm+03, 0.8406799814, 3, kbm+03, 1.1E-16, 8, kbm+03 
1065, J1646-5123, lfl+06, 0.530075207410, 20, lfl+06, 2.099E-15, 12, lfl+06 

1066, B1641-68, mlt+78, 1.785613304904, 7, lbs+20, 1.7017E-15, 4, lbs+20 
1067, J1647-3607, bb10, 0.21231640921, 5, bbb+12, 0.129E-15, 2, bbb+12 
1068, J1647-4552, mcc+06, 10.61065628, 13, wkg+11, 8.3E-13, 3, wkg+11 
1069, J1647+6608, slr+14, 1.59979837536, 3, lsk+18, 7.839E-15, 16, lsk+18 
1070, J1648-3256, mld+96, 0.719454779443, 2, dsb+98, 3.53059E-15, 10, dsb+98 

1071, J1648-4458, kbm+03, 0.62963153567, 8, kbm+03, 1.854E-15, 8, kbm+03 
1072, J1648-4611, kbm+03, 0.1649576854895, 17, saa+23, 2.373413E-14, 3, saa+23 
1073, J1648-6044, kjv+10, 0.58376499689, 5, bbb+12, 0.429E-15, 3, bbb+12 
1074, J1649+2533, fcwa95, 1.0152573918, 5, lwf+04, 0.5594E-15, 2, lwf+04 
1075, J1649-3012, nie+20, 0.003424, 0, nie+20, 1.33e-20, 0, nie+20 

1076, J1649-3805, lfl+06, 0.262025692969, 7, lfl+06, 3.67E-17, 14, lfl+06 
1077, J1649-3935, ncb+15, 0.770909760511, 14, ncb+15, 39.1E-18, 4, ncb+15 
1078, J1649-4349, mlc+01, 0.87071155949, 7, mlc+01, 4.4E-17, 19, mlc+01 
1079, J1649-4653, kbm+03, 0.55703619721, 6, psj+19, 4.958867E-14, 7, psj+19 
1080, J1649-4729, mlc+01, 0.29769219971, 5, mlc+01, 6.550E-15, 16, mlc+01 

1081, J1649-5553, ebvb01, 0.61357070436, 7, ebvb01, 1.698E-15, 16, ebvb01 
1082, J1650-1654, mld+96, 1.74955174610, 4, hlk+04, 3.2027E-15, 4, hlk+04 
1083, J1650-4126, kbm+03, 0.308917678787, 3, kbm+03, 1.98E-17, 4, kbm+03 
1084, J1650-4341, kbm+03, 0.309398365719, 4, kbm+03, 1.669E-17, 19, kbm+03 
1085, J1650-4502, mlc+01, 0.38086979928, 5, mlc+01, 1.6061E-14, 16, mlc+01 

1086, J1650-4601, cwp+17, 0.1271228933094, 17, cwp+17, 1.514467E-14, 5, cwp+17 
1087, J1650-4921, lfl+06, 0.15639973854186, 5, psj+19, 1.818449E-15, 13, psj+19 
1088, B1648-17, mlt+78, 0.973393691872, 5, hlk+04, 3.03710E-15, 5, hlk+04 
1089, B1648-42, mlt+78, 0.84408063192, 4, lbs+20, 4.746E-15, 3, lbs+20 
1090, J1651-4519, kbm+03, 0.51744320409, 19, kbm+03, 8.19E-15, 11, kbm+03 

1091, B1647-52, mlt+78, 0.63505817489, 5, lbs+20, 1.810683E-15, 13, lbs+20 
1092, B1647-528, mlt+78, 0.890536510200, 8, lbs+20, 2.1156E-15, 5, lbs+20 
1093, J1651-7642, jbo+09, 1.75531107981, 18, jbo+09, 1.363E-15, 8, jbo+09 
1094, J1652-1400, jbo+09, 0.305447058241, 3, jbo+09, 0.01758E-15, 15, jbo+09 
1095, B1649-23, mlt+78, 1.703739137858, 5, hlk+04, 3.15876E-15, 4, hlk+04 

1096, J1652+2651, fcwa95, 0.91580349720, 5, lwf+04, 0.6537E-15, 1, lwf+04 
1097, J1652-4406, kkl+11, 7.707183007, 4, kkl+11, 9.5E-15, 2, kkl+11 
1098, J1653-0158, nck+20, 0.0019676820247057, 2, nck+20, 0.002402E-18, 3, nck+20 
1099, J1653-2054, btb+15, 0.004129145284562, 2, btb+15, 1.117E-20, 6, btb+15 
1100, B1650-38, jlm+92, 0.305037318882, 3, jml+95, 2.7860E-15, 2, jml+95 

1101, J1653-4030, lfl+06, 1.01937155664, 16, lfl+06, 4.4E-16, 4, lfl+06 
1102, J1653-4105, ccb+20, 0.498978065960, 7, ccb+20, 54.1E-18, 11, ccb+20 
1103, J1653-4249, mlc+01, 0.61255824122, 5, mlc+01, 4.81E-15, 3, mlc+01 
1104, J1653-4315, kbm+03, 0.41927974137, 9, kbm+03, 1.5E-17, 4, kbm+03 
1105, J1653-4854, kbm+03, 3.0595096022, 5, kbm+03, 3.45E-15, 11, kbm+03 

1106, J1654-2713, lml+98, 0.791822441873, 19, hlk+04, 1.6759E-16, 19, hlk+04 
1107, J1654-3710, lfl+06, 0.93916547876, 3, lfl+06, 7.35E-16, 3, lfl+06 
1108, J1654-4140, kbm+03, 1.27394512577, 12, kbm+03, 1.3E-16, 8, kbm+03 
1109, J1654-4245, kel+09, 1.1015546927, 7, kel+09, 51.15E-15, 3, kel+09 
1110, J1655-3048, ebvb01, 0.542935874228, 9, ebvb01, 3.66E-17, 9, ebvb01 

1111, J1655-3844, eklk13, 1.19343919921, 14, eklk13, 2.00E-15, 6, eklk13 
1112, J1656-3621, lfl+06, 0.730133707454, 16, lfl+06, 1.2752E-15, 16, lfl+06 
1113, J1656+6203, scb+19, 0.77615531125, 4, tbc+20, 0.844E-15, 2, tbc+20 
1114, J1657+3304, ttk+17, 1.5702755247, 1, tbc+20, 1.734E-15, 2, tbc+20 
1115, J1657-4432, kbm+03, 0.60960714201, 4, kbm+03, 8.205E-15, 5, kbm+03 

1116, J1658+3630, scb+19, 0.033027982326829, 15, tbc+20, 1.157E-19, 19, tbc+20 
1117, J1658-4306, kbm+03, 1.1664490044, 5, kbm+03, 4.279E-14, 6, kbm+03 
1118, J1658-4958, hfs+04, 0.416873770089, 11, hfs+04, 3.856E-15, 7, hfs+04 
1119, J1658-5324, kcj+12, 0.0024392959097964, 3, ckr+15, 1.1154E-20, 4, ckr+15 
1120, B1657-13, dtws85, 0.640958200232, 5, hlk+04, 6.1770E-16, 4, hlk+04 

1121, J1659-4316, kbm+03, 0.47438143461, 3, kbm+03, 1.71E-16, 10, kbm+03 
1122, J1659-4439, kbm+03, 0.353293033439, 15, kbm+03, 2.5E-17, 3, kbm+03 
1123, J1700-0954, sfj+20, 0.81731160245, 5, sfj+20, 7.520E-16, 7, sfj+20 
1124, J1700-3312, mld+96, 1.358307010526, 10, hlk+04, 4.71283E-15, 13, hlk+04 
1125, J1700-3611, lfl+06, 1.49409061528, 16, lfl+06, 4.324E-15, 16, lfl+06 

1126, J1700-3919, hfs+04, 0.560503533065, 16, hfs+04, 5.0E-18, 13, hfs+04 
1127, J1700-4012, lfl+06, 0.283791853785, 11, lfl+06, 9.9E-17, 4, lfl+06 
1128, J1700-4422, kjv+10, 0.7555354095, 3, bbb+12, 0.04E-15, 2, bbb+12 
1129, J1700-4939, kbm+03, 0.57836343922, 4, kbm+03, 1.078E-15, 7, kbm+03 
1130, J1701-3006A, dlm+01, 0.0052415662037958, 29, lfrj12, -1.301E-19, 15, lfrj12 

1131, J1701-3006B, pdm+03, 0.0035938521270515, 34, lfrj12, -3.483E-19, 20, lfrj12 
1132, J1701-3006C, pdm+03, 0.0076128487111379, 68, lfrj12, -6.413E-20, 10, lfrj12 
1133, J1701-3006D, cha03, 0.0034177704450548, 17, lfrj12, 1.257E-19, 24, lfrj12 
1134, J1701-3006E, cha03, 0.0032337373331158, 65, lfrj12, 3.103E-19, 27, lfrj12 
1135, J1701-3006F, cha03, 0.0022947270806719, 29, lfrj12, 2.221E-19, 18, lfrj12 

1136, J1701-3130, ebvb01, 0.2913414710251, 12, ebvb01, 5.596E-17, 12, ebvb01 
1137, B1658-37, jlm+92, 2.454618042634, 13, lbs+20, 1.11231E-14, 4, lbs+20 
1138, B1657-45, jlm+92, 0.322908566781, 3, jml+95, 5.193E-16, 2, jml+95 
1139, J1701-4958, eklk13, 0.80430423739, 12, eklk13, 0.11E-15, 4, eklk13 
1140, J1702-3932, kbm+03, 0.390327976785, 19, kbm+03, 3.78E-16, 5, kbm+03 

1141, J1702-4128, kbm+03, 0.182135802939, 6, kbm+03, 5.23448E-14, 3, kbm+03 
1142, J1702-4217, hfs+04, 0.227564958458, 7, hfs+04, 1.14E-17, 6, hfs+04 
1143, J1702-4306, kel+09, 0.2155084733367, 10, psj+19, 9.779785E-15, 10, psj+19 
1144, J1702-4310, kbm+03, 0.24052386477, 4, kbm+03, 2.237763E-13, 18, kbm+03 
1145, J1702-4428, kbm+03, 2.1235057036, 6, kbm+03, 3.3E-15, 4, kbm+03 

1146, B1700-18, vl72, 0.8043410792712, 12, hlk+04, 1.731000E-15, 10, hlk+04 
1147, B1700-32, dls73, 1.211785094647, 3, hlk+04, 6.59829E-16, 18, hlk+04 
1148, J1703-4442, kbm+03, 1.74729348943, 10, kbm+03, 1.4300E-14, 19, kbm+03 
1149, J1703-4851, mld+96, 1.396404983684, 4, lbs+20, 5.07333E-15, 14, lbs+20 
1150, J1704-3756, ccb+20, 0.305234449799, 11, ccb+20, 11284E-18, 3, ccb+20 

1151, J1704-5236, bbb+12, 0.230708491737, 3, bsb+19, 5.2E-17, 3, bsb+19 
1152, B1659-60, mlt+78, 0.3063230254, 5, nmc81, 9.1E-16, 2, nmc81 
1153, B1702-19, mlt+78, 0.2989874273426, 17, hlk+04, 4.137877E-15, 10, hlk+04 
1154, J1705-3423, mld+96, 0.2554267757078, 7, lbs+20, 1.07560E-15, 4, lbs+20 
1155, J1705-3936, kbm+03, 0.8544816637, 3, kbm+03, 1.927E-14, 10, kbm+03 

1156, J1705-3950, kbm+03, 0.318941483436, 14, kbm+03, 6.06031E-14, 13, kbm+03 
1157, J1705-4108, kbm+03, 0.8610674067, 3, kbm+03, 3.471E-14, 7, kbm+03 
1158, J1705-4331, kjv+10, 0.22256110261, 2, bbb+12, 0.0712E-15, 5, bbb+12 
1159, J1705-6135, kjv+10, 0.808546089, 1, bbb+12, 0.06E-15, 4, bbb+12 
1160, J1706-3839, kbm+03, 0.58628740134, 18, kbm+03, 3.00E-15, 6, kbm+03 

1161, J1706-4310, kbm+03, 0.6169790441, 5, kbm+03, 6.506E-15, 12, kbm+03 
1162, J1706-4434, ccb+20, 0.429922423250, 6, ccb+20, 2578E-18, 2, ccb+20 
1163, J1706-6118, ebvb01, 0.3619213249276, 15, jbo+09, 0.29213E-15, 4, jbo+09 
1164, B1703-40, jlm+92, 0.581017695716, 7, lbs+20, 1.92023E-15, 17, lbs+20 
1165, J1707-4341, kbm+03, 0.89059449625, 3, kbm+03, 5.696E-15, 4, kbm+03 

1166, J1707-4417, kle+10, 5.7637770030, 4, kkl+11, 11.65E-15, 2, kkl+11 
1167, J1707-4729, kbm+03, 0.26647363743, 3, kbm+03, 1.5603E-15, 6, kbm+03 
1168, J1708-3426, mld+96, 0.69211569600, 3, lbs+20, 4.20713E-15, 10, lbs+20 
1169, J1708-3506, kjv+10, 0.0045051589484591, 7, nbb+14, 1.1421E-20, 11, nbb+14 
1170, J1708-3641, ncb+15, 0.587566793839, 14, ncb+15, 134.9E-18, 5, ncb+15 

1171, J1708-3827, kbm+03, 1.2257819960, 7, kbm+03, 8.6E-15, 5, kbm+03 
1172, J1708-4008, snt+97, 11.0062624, 7, dk14, 1.960E-11, 10, dk14 
1173, J1708-4522, hfs+04, 1.29783683782, 7, hfs+04, 2.612E-15, 7, hfs+04 
1174, B1701-75, mlt+78, 1.1910239966, 8, nmc81, 1.88E-15, 4, nmc81 
1175, B1706-16, lvw69b, 0.65305397126, 4, hlk+04, 6.30985E-15, 13, hlk+04 

1176, J1709+2313, fcwa95, 0.0046311962778409, 2, lwf+04, 0.00000363E-15, 4, lwf+04 
1177, J1709-3626, kbm+03, 0.447857060325, 11, kbm+03, 2.2675E-15, 13, kbm+03 
1178, J1709-3841, mlc+01, 0.58698616319, 18, mlc+01, 7.86E-15, 11, mlc+01 
1179, J1709-4342, kbm+03, 1.735898235, 10, kbm+03, 8E-16, 3, kbm+03 
