Handmade catalog of Pulsars outside SNRs from the ATNF
#, NAME, P0 (s), P1
1954, J1857+0300, lsb+17, 0.77267804332, 4, lsb+17, 2.6489E-15, 16, lsb+17 
1955, J1857+0526, kbm+03, 0.349951177522, 4, kbm+03, 6.9311E-15, 8, kbm+03 

1956, J1857+0809, hfs+04, 0.502923870516, 13, hfs+04, 4.7374E-15, 8, hfs+04 
1957, B1855+09, srs+86, 0.005362100549682627, 15, rsc+21, 1.784000E-20, 18, rsc+21 
1958, J1857-1027, ebvb01, 3.6872190477, 3, ebvb01, 1.055E-14, 6, ebvb01 
1959, J1858+0215, mhl+02, 0.7458280320, 3, mhl+02, 4.61E-15, 9, mhl+02 
1960, J1858+0239, psf+22, 0.197644188243, 13, psf+22, 14E-15, 1, psf+22 

1961, J1858+0241, hfs+04, 4.6932329333, 12, hfs+04, 2.432E-14, 9, hfs+04 
1962, J1858+0319, lsb+17, 0.86744387855, 4, lsb+17, 0.1025E-15, 15, lsb+17 
1963, J1858+0346, nab+13, 0.256843797950, 5, nab+13, 2.0401E-15, 4, nab+13 
1964, J1858-0736, kek+13, 0.551058591, 2, kek+13, 5.06E-15, 7, kek+13 
1965, J1858-2216, san16, 0.0023840129012370, 2, san16, 3.8E-21, 1, san16 

1966, J1859+0345, psf+22, 1.51150850359, 2, psf+22, 0.6478E-15, 9, psf+22 
1967, J1859+0601, hfs+04, 1.04431270179, 15, hfs+04, 2.551E-14, 4, hfs+04 
1968, J1859+0603, lsb+17, 0.508561079708, 17, lsb+17, 1.5895E-15, 10, lsb+17 
1969, J1859+1526, nft95, 0.933971582308, 19, cn95, 3.9255E-15, 6, cn95 
1970, J1859+7654, slr+14, 1.393729135204, 20, lsk+18, 5.1E-17, 16, lsk+18 

1971, J1900-0051, hfs+04, 0.385194094862, 6, hfs+04, 1.421E-16, 9, hfs+04 
1972, J1900-0134, qpl+19, 1.83233207264, 3, clh+20, 3.0490E-14, 5, clh+20 
1973, J1900+0227, mhl+02, 0.37426157516, 3, mhl+02, 5.705E-15, 12, mhl+02 
1974, J1900+0308, csl+12, 0.004909239016418, 5, csl+12, 5.9E-21, 3, csl+12 
1975, J1900+0438, lsb+17, 0.312314406456, 18, lsb+17, 3.2304E-15, 8, lsb+17 

1976, J1900+0634, hfs+04, 0.389869101178, 20, hfs+04, 5.125E-15, 5, hfs+04 
1977, J1900-0933, bbb+12, 1.423889144409, 19, bsb+19, 0.2263E-15, 9, bsb+19 
1978, B1857-26, vl70, 0.6122092044383, 7, hlk+04, 2.04534E-16, 5, hlk+04 
1979, B1851-79, mlt+78, 1.2791931935, 6, nmc81, 1.86E-15, 3, nmc81 
1980, J1901+0124, hfs+04, 0.318817259335, 11, hfs+04, 3.241E-15, 4, hfs+04 

1981, J1901-0125, aab+22, 0.0027933649560078, 4, saa+23, 3.5761E-20, 7, saa+23 
1982, B1859+01, stwd85, 0.2882191593441, 10, hlk+04, 2.357457E-15, 11, hlk+04 
1983, J1901+0234, lbh+15, 0.88524028123, 4, lsb+17, 23.034E-15, 4, lsb+17 
1984, J1901+0254, hfs+04, 1.2996934495, 3, hfs+04, 4.6E-16, 11, hfs+04 
1985, J1901+0300, skl+15, 0.007796776259722, 4, skl+15, 4.571E-20, 13, skl+15 

1986, J1901-0312, hfs+04, 0.355725186569, 14, hfs+04, 2.292E-15, 6, hfs+04 
1987, J1901-0315, lfl+06, 0.80169309688, 11, lfl+06, 2.57E-15, 4, lfl+06 
1988, J1901+0320, hfs+04, 0.63658447822, 8, hfs+04, 5.2E-16, 3, hfs+04 
1989, B1859+03, dlp70, 0.65545023949, 4, hlk+04, 7.4593E-15, 4, hlk+04 
1990, J1901+0355, hfs+04, 0.55475646483, 3, hfs+04, 1.2741E-14, 10, hfs+04 

1991, J1901+0413, mhl+02, 2.6630796830, 8, mhl+02, 1.316E-13, 3, mhl+02 
1992, J1901+0435, lfl+06, 0.6905763581, 3, lfl+06, 8.67E-15, 3, lfl+06 
1993, J1901+0459, lbh+15, 0.87704381015, 6, lsb+17, 15.6817E-15, 20, lsb+17 
1994, J1901+0510, hfs+04, 0.61475669408, 12, hfs+04, 3.110E-14, 4, hfs+04 
1995, J1901+0511, lsb+17, 4.6003689902, 4, lsb+17, 25.338E-15, 15, lsb+17 

1996, J1901+0621, cfl+06, 0.83200194892, 5, lfl+06, 1.8E-17, 3, lfl+06 
1997, B1859+07, cjlm87, 0.64399866351, 4, hlk+04, 2.2872E-15, 3, hlk+04 
1998, J1901-0906, lml+98, 1.781927762343, 5, hlk+04, 1.63829E-15, 5, hlk+04 
1999, J1901+1306, nft95, 1.8308574530, 2, cn95, 1.31E-16, 11, cn95 
2000, J1901-1740, ebvb01, 1.95685759005, 16, ebvb01, 8.23E-16, 16, ebvb01 

2001, J1902+0235, lbh+15, 0.415394227732, 2, psf+22, 0.0948E-15, 2, psf+22 
2002, J1902+0248, hfs+04, 1.22377745359, 17, hfs+04, 2.41E-15, 3, hfs+04 
2003, J1902-0340, hfs+04, 1.5246721060, 4, hfs+04, 2.00E-15, 17, hfs+04 
2004, B1900+05, ht74, 0.7465773564336, 17, hlk+04, 1.2875167E-14, 12, hlk+04 
2005, B1900+06, lh81, 0.673505459244, 19, lbs+20, 7.71023E-15, 5, lbs+20 

2006, J1902+0723, nft95, 0.4878126283, 2, cn95, 2.10E-16, 5, cn95 
2007, J1902-1036, bbb+12, 0.786813538431, 8, bsb+19, 7.53681E-15, 19, bsb+19 
2008, J1902+1141, psf+22, 0.40914018296, 6, psf+22, 2.59192E-15, 13, psf+22 
2009, J1902-5105, kcj+12, 0.00174239994990564, 16, ckr+15, 9.1993E-21, 13, ckr+15 
2010, B1900+01, dls73, 0.729306960746, 3, jbv+19, 4.0250E-15, 3, jbv+19 

2011, J1903-0258, lfl+06, 0.301458774079, 6, lfl+06, 6.791E-16, 6, lfl+06 
2012, J1903+0327, crl+08, 0.00214991236434921, 5, fbw+11, 1.88208E-20, 10, fbw+11 
2013, J1903+0415, lbh+15, 1.15139859175, 13, psf+22, 0.2268E-15, 5, psf+22 
2014, J1903+0601, hfs+04, 0.374117028251, 5, hfs+04, 1.92039E-14, 3, hfs+04 
2015, B1900-06, dls72, 0.431889308744, 15, lbs+20, 3.38071E-15, 8, lbs+20 

2016, J1903+0654, lsb+17, 0.79123225301, 7, lsb+17, 10.595E-15, 4, lsb+17 
2017, J1903-0848, blr+13, 0.88732464056, 4, blr+13, 1.330E-15, 2, blr+13 
2018, J1903+0912, psf+22, 0.166314477824, 3, psf+22, 14.8383E-15, 2, psf+22 
2019, J1903+0925, lfl+06, 0.35715482026, 9, lfl+06, 3.6899E-14, 13, lfl+06 
2020, J1903+2225, nft95, 0.65118538418, 14, cn95, 4.45E-16, 10, cn95 

2021, J1903-7051, ckr+15, 0.0035978980188911, 11, ckr+15, 1.043E-20, 6, ckr+15 
2022, J1904+0004, mld+96, 0.1395246665887, 12, lwy+16, 1.1805E-16, 3, lwy+16 
2023, J1904+0056, psf+22, 0.43808945697, 2, psf+22, 0.004E-15, 3, psf+22 
2024, J1904-0150, lfl+06, 0.379387161967, 6, lfl+06, 8.898E-16, 8, lfl+06 
2025, J1904+0412, clm+01, 0.0710948973807, 3, clm+01, 1.1E-19, 3, clm+01 

2026, J1904+0451, skl+15, 0.006092367929630, 4, skl+15, 5.7E-21, 3, skl+15 
2027, J1904+0738, cfl+06, 0.2089583321216, 2, nab+13, 0.410898E-15, 7, nab+13 
2028, J1904+0800, kbm+03, 0.263344725870, 9, kbm+03, 1.7317E-14, 3, kbm+03 
2029, B1901+10, ht75b, 1.85656971650, 7, lcx02, 2.76E-16, 8, lcx02 
2030, J1904-1224, lml+98, 0.750808122380, 3, hlk+04, 7.4236E-16, 3, hlk+04 

2031, J1904-1629, bbb+12, 1.541412044233, 20, bsb+19, 3.1900E-15, 8, bsb+19 
2032, B1902-01, stwd85, 0.64318334838, 3, lbs+20, 3.05924E-15, 5, lbs+20 
2033, J1905+0400, hfs+04, 0.0037844047882356, 3, gsf+11, 4.9052E-21, 15, gsf+11 
2034, J1905+0600, hfs+04, 0.441209731966, 18, hfs+04, 1.1123E-15, 10, hfs+04 
2035, J1905+0616, lxf+05, 0.989706023196, 7, lxf+05, 135.232E-15, 1, lxf+05 

2036, B1903+07, cl86, 0.64804005430, 7, hlk+04, 4.9416E-15, 6, hlk+04 
2037, J1905+0902, cfl+06, 0.2182529126846, 9, nab+13, 3.49853E-15, 8, nab+13 
2038, J1905+1034, psf+22, 1.72681020359, 3, psf+22, 20.6980E-15, 8, psf+22 
2039, J1906+0055, lbh+15, 0.0027895524236884, 2, sab+16, 3.32E-21, 1, sab+16 
2040, J1906+0414, lfl+06, 1.043361628655, 9, lfl+06, 1.1461E-14, 9, lfl+06 

2041, J1906+0454, pkr+19, 0.0020832783349232, 3, pkr+19, 2.982E-21, 14, pkr+19 
2042, J1906+0509, lsb+17, 0.397589683040, 5, lsb+17, 5.2152E-15, 4, lsb+17 
2043, B1904+06, cl86, 0.2672750082591, 5, hlk+04, 2.135599E-15, 4, hlk+04 
2044, J1906+0649, hfs+04, 1.28656437956, 10, hfs+04, 1.52E-16, 5, hfs+04 
2045, J1906+0722, cpw+15, 0.1115241364978, 13, cpw+15, 3.587895E-14, 3, cpw+15 

2046, J1906+0724, lbh+15, 1.5364901376, 2, psf+22, 2.9990E-15, 6, psf+22 
2047, J1906+0746, lsf+06, 0.14407315538, 5, vks+15, 2.02678E-14, 19, vks+15 
2048, J1906+0912, mhl+02, 0.77534458995, 5, mhl+02, 1.32E-16, 19, mhl+02 
2049, J1906+1854, nft95, 1.01909277135, 8, cn95, 2.054E-16, 19, cn95 
2050, J1907+0249, hfs+04, 0.351879439822, 20, hfs+04, 1.135E-15, 4, hfs+04 

2051, J1907+0255, lbh+15, 0.61876063644, 3, lsb+17, 0.2230E-15, 9, lsb+17 
2052, J1907+0345, hfs+04, 0.240153263208, 5, hfs+04, 8.222E-15, 3, hfs+04 
2053, J1907+0534, mhl+02, 1.1384027132, 6, mhl+02, 3.15E-15, 12, mhl+02 
2054, J1907+0731, hfs+04, 0.363676330005, 12, hfs+04, 1.8416E-14, 4, hfs+04 
2055, J1907+0740, mhl+02, 0.574697951954, 17, mhl+02, 6.71E-16, 7, mhl+02 

2056, J1907+0833, psf+22, 0.167627579462, 16, psf+22, 3.69542E-15, 6, psf+22 
2057, J1907+0859, lsb+17, 1.52704227084, 3, lsb+17, 5.5446E-15, 12, lsb+17 
2058, J1907+0918, lx00, 0.2261071099878, 6, lx00, 9.42955E-14, 4, lx00 
2059, J1907+1149, lfl+06, 1.42016034143, 17, lfl+06, 1.5979E-13, 3, lfl+06 
2060, B1904+12, ht75b, 0.82709737059, 3, lcx02, 1.948E-15, 4, lcx02 

2061, J1907-1532, bbb+12, 0.63223532885, 4, bbb+12, 3.084E-15, 2, bbb+12 
2062, B1905+39, dth78, 1.235757452781, 3, hlk+04, 5.40707E-16, 20, hlk+04 
2063, J1908+0128, mzl+23, 0.0047023242768689, 16, mzl+23, 5.269E-20, 12, mzl+23 
2064, J1908+0457, zcwl96, 0.8467928462, 4, zcwl96, 9.8E-16, 3, zcwl96 
2065, J1908+0500, nft95, 0.29102078676, 3, cn95, 2.5856E-15, 18, cn95 

2066, J1908+0558, lbh+15, 0.168677558616, 3, psf+22, 2.2796E-15, 3, psf+22 
2067, J1908+0734, nft95, 0.212352673319, 2, cn95, 8.2459E-16, 6, cn95 
2068, J1908+0833, lsb+17, 0.512110722994, 12, lsb+17, 1.9872E-15, 7, lsb+17 
2069, J1908+0839, mhl+02, 0.185397243919, 14, mhl+02, 2.3865E-15, 14, mhl+02 
2070, J1908+0909, mhl+02, 0.336554651762, 16, mhl+02, 3.48712E-14, 7, mhl+02 

2071, B1906+09, ht75b, 0.83026988471, 6, gr78, 9.8E-17, 14, gr78 
2072, J1908+1351, psf+22, 3.174831829, 8, psf+22, 3.7E-15, 2, psf+22 
2073, J1908+2105, cck+16, 0.00256439267063484, 6, drc+21, 1.3835E-20, 4, drc+21 
2074, J1908+2351, lwf+04, 0.377578026, 1, lwf+04, 0.017E-15, 1, lwf+04 
2075, B1907+00, dls73, 1.01694836198, 4, hlk+04, 5.51856E-15, 19, hlk+04 

2076, B1907+02, dls72, 0.989831207210, 5, hlk+04, 5.52533E-15, 5, hlk+04 
2077, J1909+0616, mhl+02, 0.75599276085, 18, mhl+02, 2.058E-14, 8, mhl+02 
2078, J1909+0641, dcm+09, 0.741761952452, 6, nab+13, 3.2239E-15, 7, nab+13 
2079, J1909+0749, nab+13, 0.23716129322, 9, nab+13, 151.920E-15, 9, nab+13 
2080, J1909+0912, mhl+02, 0.222949273318, 15, mhl+02, 3.5805E-14, 5, mhl+02 

2081, B1907+10, dls73, 0.28364211181, 8, lbs+20, 2.64029E-15, 4, lbs+20 
2082, J1909+1148, lbh+15, 0.448945466859, 3, lsb+17, 0.07250E-15, 8, lsb+17 
2083, J1909+1205, psf+22, 1.229312421, 2, psf+22, 3.40E-15, 5, psf+22 
2084, J1909+1450, nft95, 0.9961077952, 4, cn95, 2.19E-16, 15, cn95 
2085, J1909+1859, nft95, 0.54245109601, 4, cn95, 9.7E-17, 3, cn95 

2086, J1909-3744, jbv+03, 0.0029471080705361012, 9, rsc+21, 1.402538E-20, 5, rsc+21 
2087, J1910-0112, lfl+06, 1.3606029280, 8, lfl+06, 1.8E-16, 6, lfl+06 
2088, J1910+0225, hfs+04, 0.337854845269, 11, hfs+04, 2.623E-16, 14, hfs+04 
2089, B1907-03, mlt+78, 0.504606055410, 11, lbs+20, 2.192807E-15, 3, lbs+20 
2090, B1907+03, mb75, 2.33026282052, 7, hlk+04, 4.4711E-15, 5, hlk+04 

2091, J1910+0435, psf+22, 0.664679416494, 9, psf+22, 17.2366E-15, 3, psf+22 
2092, J1910+0517, lsf+17, 0.308047946620, 12, lsf+17, 7.305E-16, 8, lsf+17 
2093, J1910+0534, mhl+02, 0.45286735393, 9, mhl+02, 1.92E-15, 4, mhl+02 
2094, J1910-0556, sfj+20, 0.55760924800, 4, sfj+20, 5.961E-16, 5, sfj+20 
2095, J1910+0710, psf+22, 0.53864678794, 3, psf+22, 0.205E-15, 2, psf+22 

2096, J1910+0714, nft95, 2.7124228384, 3, cn95, 6.122E-15, 15, cn95 
2097, J1910+0728, hfs+04, 0.325415321974, 3, hfs+04, 8.3062E-15, 3, hfs+04 
2098, J1910+1017, psf+22, 0.411158865683, 4, psf+22, 5.41520E-15, 7, psf+22 
2099, J1910+1026, lbh+15, 0.53149303397, 2, psf+22, 257.067E-15, 4, psf+22 
2100, B1907+12, ht75b, 1.441741592612, 15, hlk+04, 8.22973E-15, 7, hlk+04 

2101, J1910+1256, fsk+04, 0.004983583942570281, 10, aab+21a, 9.6798E-21, 3, aab+21a 
2102, J1910-5959A, dlm+01, 0.0032661866233478, 8, cvf+23, -2.9238E-21, 8, cvf+23 
2103, J1910-5959B, dpf+02, 0.008357798500844, 2, cpl+06, -7.9041E-19, 5, cpl+06 
2104, J1910-5959C, dpf+02, 0.0052773269323093, 15, cpl+06, 2.16E-21, 2, cpl+06 
2105, J1910-5959D, dpf+02, 0.009035285247765, 4, cpl+06, 9.6431E-19, 6, cpl+06 

2106, J1910-5959E, dpf+02, 0.004571765939750, 2, cpl+06, -4.3435E-19, 3, cpl+06 
2107, J1910-5959F, rgf+21, 0.008485493936967, 15, rgf+21, 7.4122E-19, 7, rgf+21 
2108, B1908+00A, dma+93, 0.003618524251059, 2, fhn+05, -6.58E-21, 2, fhn+05 
2109, J1911+0101B, fhn+05, 0.005384325706188, 9, fhn+05, -2.0E-21, 3, fhn+05 
2110, J1911+0921, lbh+15, 0.273706758194, 2, psf+22, 0.01751E-15, 18, psf+22 

2111, J1911+0925, psf+22, 0.323857547341, 5, psf+22, 3.5480E-15, 7, psf+22 
2112, J1911+1051, lbh+15, 0.190872844929, 12, psf+22, 12.16555E-15, 16, psf+22 
2113, J1911-1114, llb+96, 0.003625745633114, 5, dcl+16, 1.395E-20, 4, dcl+16 
2114, J1911+1301, psf+22, 1.01046173336, 9, psf+22, 1.8899E-15, 6, psf+22 
2115, J1911+1336, psf+22, 0.299992040976, 1, psf+22, 0.15860E-15, 7, psf+22 

2116, J1911+1347, fsk+04, 0.004625962471274505, 7, aab+21a, 1.69244E-20, 3, aab+21a 
2117, J1911+1758, nft95, 0.46040581878, 14, cn95, 1.31E-17, 5, cn95 
2118, J1912-0952, mzl+23, 0.02506804825974, 3, mzl+23, 2.86E-20, 9, mzl+23 
2119, B1910+10, ht75b, 0.409349485862, 6, lcx02, 1.57620E-14, 8, lcx02 
2120, B1910+20, dls73, 2.232969028273, 8, hlk+04, 1.017751E-14, 4, hlk+04 

2121, J1912+2525, nft95, 0.62197624506, 6, cn95, 2.25E-16, 4, cn95 
2122, B1911-04, lvw69b, 0.825935803096, 9, hlk+04, 4.06801E-15, 3, hlk+04 
2123, J1913+0446, kbm+03, 1.61612987171, 16, kbm+03, 2.78904E-13, 16, kbm+03 
2124, J1913+0523, psf+22, 0.661997424287, 7, psf+22, 1.7969E-15, 3, psf+22 
2125, J1913+0618, lbh+15, 0.0050268612317532, 8, pkr+19, 9.61E-21, 3, pkr+19 

2126, J1913+0657, lsb+17, 1.25718110369, 7, lsb+17, 2.829E-15, 7, lsb+17 
2127, J1913+0832, mhl+02, 0.134409003575, 11, mhl+02, 4.5696E-15, 8, mhl+02 
2128, J1913+0904, lfl+06, 0.16325053678621, 6, saa+23, 1.76202754E-14, 6, saa+23 
2129, B1911+09, ht75b, 1.24196459936, 3, lcx02, 4.32E-16, 4, lcx02 
2130, J1913+1000, hfs+04, 0.83714819649, 5, hfs+04, 1.6737E-14, 6, hfs+04 

2131, J1913+1011, mhl+02, 0.035909978882125, 16, saa+23, 3.38144637E-15, 17, saa+23 
2132, J1913+1050, lsb+17, 0.190067107649, 3, lsb+17, 0.19546E-15, 12, lsb+17 
2133, J1913+1102, lfa+16, 0.027285006852515, 15, lfa+16, 1.61E-19, 3, lfa+16 
2134, J1913+11025, lbh+15, 0.923871917718, 11, psf+22, 0.3404E-15, 17, psf+22 
2135, J1913+1145, mhl+02, 0.30606864497, 3, mhl+02, 5.016E-15, 11, mhl+02 

2136, J1913+1330, mll+06, 0.9233913866507, 3, bls+18, 8.67761E-15, 18, bls+18 
2137, B1911+13, ht74, 0.5214727140817, 17, hlk+04, 8.03532E-16, 14, hlk+04 
2138, J1913+3732, bck+13, 0.851078948902, 7, bck+13, 1.3792E-15, 7, bck+13 
2139, J1914+0219, lfl+06, 0.457526573507, 11, lfl+06, 1.0181E-15, 4, lfl+06 
2140, J1914+0625, psf+22, 0.878889431192, 9, psf+22, 0.4531E-15, 11, psf+22 

2141, J1914+0631, hfs+04, 0.69381120574, 5, hfs+04, 3.3E-17, 13, hfs+04 
2142, J1914+0659, lbh+15, 0.01851182255144, 3, sab+16, 3.1E-20, 3, sab+16 
2143, J1914+0805, hww+21, 0.455499390131, 6, psf+22, 0.0302E-15, 7, psf+22 
2144, J1914+0838, kbj+18, 0.440039882669, 4, psf+22, 0.586395E-15, 4, psf+22 
2145, B1911+11, ht75b, 0.60099749634, 9, gr78, 6.555E-16, 14, gr78 

2146, J1914+1428, psf+22, 1.15951978505, 6, psf+22, 2.1814E-15, 6, psf+22 
2147, J1915+0227, lfl+06, 0.3173062332319, 16, lfl+06, 2.9898E-16, 15, lfl+06 
2148, J1915+0639, psf+22, 0.64414015325, 3, psf+22, 1.8435E-15, 4, psf+22 
2149, J1915+0738, nft95, 1.54270444942, 10, cn95, 3.306E-15, 3, cn95 
2150, J1915+0752, rtj+96, 2.05831378861, 7, clm+05, 0.139E-15, 9, clm+05 

2151, J1915+0838, hfs+04, 0.34277679653, 4, hfs+04, 1.571E-15, 4, hfs+04 
2152, B1913+10, ht75b, 0.4045517674400, 15, jbv+19, 1.525768E-14, 14, jbv+19 
2153, J1915+1145, lbh+15, 0.173647195715, 2, psf+22, 0.01531E-15, 3, psf+22 
2154, J1915+1150, lbh+15, 0.10004095461, 3, psf+22, 13.671E-15, 1, psf+22 
2155, J1915+1410, lfl+06, 0.297494121670, 7, lfl+06, 4.89E-17, 8, lfl+06 

2156, B1913+16, ht75a, 0.059030003217813, 11, wh16, 8.6183E-18, 4, wh16 
2157, B1913+167, ht75b, 1.616231495126, 8, hlk+04, 4.0550E-16, 5, hlk+04 
2158, J1916+0748, rtj+96, 0.54175211381, 17, clm+05, 10.708E-15, 17, clm+05 
2159, J1916+0844, hfs+04, 0.439995272067, 8, hfs+04, 2.9009E-15, 4, hfs+04 
2160, J1916+0852, hfs+04, 2.1827459895, 6, hfs+04, 1.31E-14, 3, hfs+04 

2161, B1914+09, ht74, 0.2702544395645, 8, hlk+04, 2.518463E-15, 6, hlk+04 
2162, J1916+1023, hfs+04, 1.6183389208, 8, hfs+04, 6.8E-16, 14, hfs+04 
2163, B1913+105, wol91b, 0.62896972129, 6, wol91b, 3.4E-17, 2, wol91b 
2164, J1916+1225, nab+13, 0.227387488792, 2, nab+13, 23.4516E-15, 2, nab+13 
2165, B1914+13, ht74, 0.28184495081, 16, lbs+20, 3.6596E-15, 4, lbs+20 

2166, J1916-2939, acd+19, 1.248616964290, 3, acd+19, 124.41E-17, 4, acd+19 
2167, J1916+3224, scb+19, 1.13744972551, 3, tbc+20, 3.4696E-15, 6, tbc+20 
2168, J1917+0834, nic99, 2.129665364024, 4, clm+05, 17.4935E-15, 2, clm+05 
2169, B1915+13, smb71, 0.194630982798, 4, hlk+04, 7.19782E-15, 3, hlk+04 
2170, J1917+1737, nab+13, 0.334725226760, 4, nab+13, 0.324E-15, 1, nab+13 

2171, B1915+22, sstd86, 0.425897254225, 11, hlk+04, 2.86494E-15, 6, hlk+04 
2172, J1918-0642, eb01b, 0.007645872769642047, 10, abb+18, 2.569143E-20, 18, abb+18 
2173, J1918-1052, lbr+13, 0.798692542358, 15, lbr+13, 8.653E-16, 15, lbr+13 
2174, J1918+1311, lbh+15, 0.856748867762, 6, psf+22, 2.2579E-15, 6, psf+22 
2175, B1916+14, ht74, 1.18102329730, 9, hlk+04, 2.123644E-13, 9, hlk+04 

2176, J1918+1541, nft95, 0.37088299877, 19, cn95, 2.543E-15, 13, cn95 
2177, B1917+00, dls72, 1.27226037471, 3, hlk+04, 7.66978E-15, 17, hlk+04 
2178, J1919+0134, ebvb01, 1.60398355528, 6, ebvb01, 5.89E-16, 11, ebvb01 
2179, J1919+1314, nab+13, 0.571399860595, 2, nab+13, 3.78771E-15, 6, nab+13 
2180, J1919+1645, lcm13, 0.562789986697, 3, lcm13, 0.2161E-15, 4, lcm13 

2181, J1919+1745, dcm+09, 2.081343459724, 9, nab+13, 1.7050E-15, 4, nab+13 
2182, J1919+2621, clh+20, 0.65151209407, 3, clh+20, 5.46E-16, 3, clh+20 
2183, J1920-0950, bbb+12, 1.037824001161, 19, bsb+19, 0.3928E-15, 7, bsb+19 
2184, J1920+1040, hfs+04, 2.21580173889, 20, hfs+04, 6.48E-15, 3, hfs+04 
2185, J1920+1110, mhl+02, 0.50988582045, 5, mhl+02, 1.56E-16, 19, mhl+02 

2186, B1918+26, dtws85, 0.785521849527, 4, hlk+04, 3.436E-17, 4, hlk+04 
2187, J1921+0137, san16, 0.0024963718144300, 2, san16, 19.35E-21, 3, san16 
2188, J1921-0510, sfj+20, 0.79425387952, 6, sfj+20, 6.025E-16, 13, sfj+20 
2189, J1921+0812, lfl+06, 0.2106484121028, 14, lfl+06, 5.3633E-15, 6, lfl+06 
2190, J1921+0921, psf+22, 0.562302288458, 14, psf+22, 9.576E-15, 1, psf+22 

2191, B1919+14, ht74, 0.618182590832, 12, hlk+04, 5.60066E-15, 6, hlk+04 
2192, J1921+1544, lcm13, 0.1435756814094, 2, lcm13, 0.98036E-15, 2, lcm13 
2193, J1921+1630, psf+22, 0.93644800775, 19, psf+22, 22.345E-15, 2, psf+22 
2194, J1921+1929, pkr+19, 0.00264634144946923, 15, pkr+19, 3.8196E-20, 5, pkr+19 
2195, B1918+19, dls73, 0.821035080573, 6, hlk+04, 8.9551E-16, 3, hlk+04 

2196, B1919+20, ht75b, 0.76068138902, 1, lcx02, 5.0E-17, 1, lcx02 
2197, B1919+21, hbp+68, 1.3373021601895, 9, hlk+04, 1.348207E-15, 8, hlk+04 
2198, J1922+1131, lsb+17, 0.56207429041, 3, lsb+17, 0.0257E-15, 10, lsb+17 
2199, J1922+1733, lcm13, 0.2361708772317, 3, lcm13, 13.38394E-15, 4, lcm13 
2200, B1920+20, ht75b, 1.172763402020, 12, hlk+04, 6.4875E-16, 9, hlk+04 

2201, B1920+21, dls73, 1.07792434298, 5, hlk+04, 8.1803E-15, 5, hlk+04 
2202, J1923-0408, sfj+20, 1.14926937103, 3, sfj+20, 6.80E-17, 14, sfj+20 
2203, B1921+17, ht75b, 0.547209201831, 8, lcx02, 4.3E-17, 1, lcx02 
2204, J1923+2515, lbr+13, 0.003788155520882833, 8, aab+21a, 9.5550E-21, 3, aab+21a 
2205, J1923+4243, slr+14, 0.595192858512, 11, lsk+18, 2.533E-15, 4, lsk+18 

2206, J1924+1628, lbh+15, 0.375082251011, 14, psf+22, 0.32096E-15, 6, psf+22 
2207, J1924+1631, nab+13, 2.9351864592, 2, nab+13, 364.212E-15, 4, nab+13 
2208, J1924+1639, lcm13, 0.1580429177826, 2, lcm13, 2.56384E-15, 1, lcm13 
2209, J1924+1713, lbh+15, 0.758433236391, 9, psf+22, 0.1130E-15, 17, psf+22 
2210, J1924+1917, psf+22, 1.27794162459, 4, psf+22, 0.199E-15, 8, psf+22 

2211, B1922+20, ht75b, 0.237790138, 8, vms83, 2.09E-15, 12, tml93 
2212, J1925+1720, lbh+15, 0.0756589884532, 11, lsb+17, 10.46782E-15, 11, lsb+17 
2213, B1923+04, mlt+78, 1.074080076347, 3, lbs+20, 2.46199E-15, 6, lbs+20 
2214, J1926-0652, zlh+19, 1.608816302697, 19, clh+20, 3.913E-16, 19, clh+20 
2215, J1926+0737, emk+10, 0.318062050971, 12, eklk13, 0.375E-15, 4, eklk13 

2216, J1926-1314, rsm+13, 4.86428379983, 10, rsm+13, 3.6440E-14, 5, rsm+13 
2217, B1924+14, ht74, 1.324921971385, 9, hlk+04, 2.1948E-16, 6, hlk+04 
2218, J1926+1614, lbh+15, 0.308305907254, 15, psf+22, 0.03353E-15, 4, psf+22 
2219, B1924+16, ht74, 0.57982281497, 4, hlk+04, 1.79944E-14, 3, hlk+04 
2220, B1924+19, ht75b, 1.34601218493, 9, lcx02, 1.43E-15, 1, lcx02 

2221, J1926+2016, lcm13, 0.2990717782966, 7, lcm13, 3.50084E-15, 6, lcm13 
2222, J1927+0911, lfl+06, 0.290305256197, 5, lfl+06, 6.35E-17, 4, lfl+06 
2223, B1925+18, ht75b, 0.482766273821, 7, lcx02, 1.16E-16, 1, lcx02 
2224, B1925+188, ht75b, 0.298313497249, 4, lcx02, 2.2430E-15, 8, lcx02 
2225, B1925+22, ht75b, 1.431066414236, 17, gr78, 7.71E-16, 3, gr78 

2226, J1928-0108, sfj+20, 2.3657140252, 4, sfj+20, 2.80E-15, 3, sfj+20 
2227, J1928+1245, pkr+19, 0.0030216063479651, 6, pkr+19, 1.680E-20, 10, pkr+19 
2228, J1928+1443, lsb+17, 1.01073895346, 7, lsb+17, 0.210E-15, 8, lsb+17 
2229, J1928+1746, cfl+06, 0.0687304058253, 2, nab+13, 13.190700E-15, 6, nab+13 
2230, J1928+1923, lcm13, 0.817329808312, 6, lcm13, 6.3495E-15, 7, lcm13 

